I0707 18:43:18.248319 140350605944640 train_utils.py:365] train in step: 50, loss: 2.3041999340057373, acc: 0.17399999499320984
I0707 18:43:30.323884 140350605944640 train_utils.py:380] eval in step: 50, loss: 2.1866, acc: 0.2690
I0707 18:43:34.328555 140350605944640 train_utils.py:365] train in step: 100, loss: 2.070499897003174, acc: 0.33249998092651367
I0707 18:43:39.336521 140350605944640 train_utils.py:380] eval in step: 100, loss: 1.9272, acc: 0.3425
I0707 18:43:43.125812 140350605944640 train_utils.py:365] train in step: 150, loss: 1.9377999305725098, acc: 0.32499998807907104
I0707 18:43:48.074458 140350605944640 train_utils.py:380] eval in step: 150, loss: 1.9587, acc: 0.3565
I0707 18:43:52.185262 140350605944640 train_utils.py:365] train in step: 200, loss: 1.9687999486923218, acc: 0.3449999988079071
I0707 18:43:58.594372 140350605944640 train_utils.py:380] eval in step: 200, loss: 1.9497, acc: 0.3355
I0707 18:44:03.154180 140350605944640 train_utils.py:365] train in step: 250, loss: 1.9161999225616455, acc: 0.3649999797344208
I0707 18:44:10.643593 140350605944640 train_utils.py:380] eval in step: 250, loss: 1.8509, acc: 0.3550
I0707 18:44:14.792363 140350605944640 train_utils.py:365] train in step: 300, loss: 2.0495998859405518, acc: 0.3075000047683716
I0707 18:44:27.836228 140350605944640 train_utils.py:380] eval in step: 300, loss: 1.8674, acc: 0.3015
I0707 18:44:31.962762 140350605944640 train_utils.py:365] train in step: 350, loss: 1.8988999128341675, acc: 0.29749998450279236
I0707 18:44:37.971360 140350605944640 train_utils.py:380] eval in step: 350, loss: 1.9072, acc: 0.3205
I0707 18:44:43.422049 140350605944640 train_utils.py:365] train in step: 400, loss: 1.8681999444961548, acc: 0.3425000011920929
I0707 18:44:54.562667 140350605944640 train_utils.py:380] eval in step: 400, loss: 2.1857, acc: 0.3370
I0707 18:44:58.571172 140350605944640 train_utils.py:365] train in step: 450, loss: 1.878600001335144, acc: 0.36249998211860657
I0707 18:45:05.380123 140350605944640 train_utils.py:380] eval in step: 450, loss: 1.8359, acc: 0.3485
I0707 18:45:09.715293 140350605944640 train_utils.py:365] train in step: 500, loss: 1.8906999826431274, acc: 0.3349999785423279
I0707 18:45:19.092133 140350605944640 train_utils.py:380] eval in step: 500, loss: 1.8379, acc: 0.2870
I0707 18:45:23.311928 140350605944640 train_utils.py:365] train in step: 550, loss: 1.8583999872207642, acc: 0.3349999785423279
I0707 18:45:36.917045 140350605944640 train_utils.py:380] eval in step: 550, loss: 1.7980, acc: 0.3220
I0707 18:45:40.818163 140350605944640 train_utils.py:365] train in step: 600, loss: 1.8916999101638794, acc: 0.3199999928474426
I0707 18:45:49.544900 140350605944640 train_utils.py:380] eval in step: 600, loss: 1.8775, acc: 0.3405
I0707 18:45:53.429697 140350605944640 train_utils.py:365] train in step: 650, loss: 1.9416999816894531, acc: 0.28999999165534973
I0707 18:46:02.827609 140350605944640 train_utils.py:380] eval in step: 650, loss: 1.9537, acc: 0.2485
I0707 18:46:07.189600 140350605944640 train_utils.py:365] train in step: 700, loss: 1.882699966430664, acc: 0.3400000035762787
I0707 18:46:17.798697 140350605944640 train_utils.py:380] eval in step: 700, loss: 1.9023, acc: 0.3285
I0707 18:46:21.732330 140350605944640 train_utils.py:365] train in step: 750, loss: 1.8770999908447266, acc: 0.3024999797344208
I0707 18:46:28.985812 140350605944640 train_utils.py:380] eval in step: 750, loss: 1.7968, acc: 0.3385
I0707 18:46:33.642517 140350605944640 train_utils.py:365] train in step: 800, loss: 1.897499918937683, acc: 0.3375000059604645
I0707 18:46:44.814960 140350605944640 train_utils.py:380] eval in step: 800, loss: 2.0203, acc: 0.3300
I0707 18:46:49.210284 140350605944640 train_utils.py:365] train in step: 850, loss: 1.9265999794006348, acc: 0.3100000023841858
I0707 18:46:58.850867 140350605944640 train_utils.py:380] eval in step: 850, loss: 1.8176, acc: 0.3500
I0707 18:47:03.901283 140350605944640 train_utils.py:365] train in step: 900, loss: 1.8483999967575073, acc: 0.3149999976158142
I0707 18:47:13.012936 140350605944640 train_utils.py:380] eval in step: 900, loss: 1.8103, acc: 0.3415
I0707 18:47:16.976621 140350605944640 train_utils.py:365] train in step: 950, loss: 1.8346999883651733, acc: 0.3400000035762787
I0707 18:47:24.825229 140350605944640 train_utils.py:380] eval in step: 950, loss: 1.7802, acc: 0.3375
I0707 18:47:29.120612 140350605944640 train_utils.py:365] train in step: 1000, loss: 1.8734999895095825, acc: 0.3050000071525574
I0707 18:47:43.337575 140350605944640 train_utils.py:380] eval in step: 1000, loss: 1.7722, acc: 0.3590
I0707 18:47:47.213668 140350605944640 train_utils.py:365] train in step: 1050, loss: 1.841599941253662, acc: 0.32499998807907104
I0707 18:47:53.446114 140350605944640 train_utils.py:380] eval in step: 1050, loss: 1.8336, acc: 0.3290
I0707 18:47:58.448700 140350605944640 train_utils.py:365] train in step: 1100, loss: 1.8715999126434326, acc: 0.35249999165534973
I0707 18:48:05.523974 140350605944640 train_utils.py:380] eval in step: 1100, loss: 1.8043, acc: 0.3570
I0707 18:48:09.871181 140350605944640 train_utils.py:365] train in step: 1150, loss: 1.8436999320983887, acc: 0.3449999988079071
I0707 18:48:24.032292 140350605944640 train_utils.py:380] eval in step: 1150, loss: 1.7695, acc: 0.3515
I0707 18:48:27.849492 140350605944640 train_utils.py:365] train in step: 1200, loss: 1.7777999639511108, acc: 0.3700000047683716
I0707 18:48:39.811816 140350605944640 train_utils.py:380] eval in step: 1200, loss: 1.8737, acc: 0.3205
I0707 18:48:43.694942 140350605944640 train_utils.py:365] train in step: 1250, loss: 1.8188999891281128, acc: 0.3449999988079071
I0707 18:48:49.816009 140350605944640 train_utils.py:380] eval in step: 1250, loss: 1.7467, acc: 0.3665
I0707 18:48:53.895262 140350605944640 train_utils.py:365] train in step: 1300, loss: 1.816999912261963, acc: 0.35749998688697815
I0707 18:49:05.195654 140350605944640 train_utils.py:380] eval in step: 1300, loss: 1.8074, acc: 0.3310
I0707 18:49:09.370398 140350605944640 train_utils.py:365] train in step: 1350, loss: 1.732800006866455, acc: 0.38999998569488525
I0707 18:49:15.657296 140350605944640 train_utils.py:380] eval in step: 1350, loss: 1.7731, acc: 0.3550
I0707 18:49:20.043226 140350605944640 train_utils.py:365] train in step: 1400, loss: 1.7874000072479248, acc: 0.32499998807907104
I0707 18:49:28.386141 140350605944640 train_utils.py:380] eval in step: 1400, loss: 1.8458, acc: 0.2995
I0707 18:49:34.118448 140350605944640 train_utils.py:365] train in step: 1450, loss: 1.8565999269485474, acc: 0.3125
I0707 18:49:40.831423 140350605944640 train_utils.py:380] eval in step: 1450, loss: 1.8012, acc: 0.3395
I0707 18:49:44.961523 140350605944640 train_utils.py:365] train in step: 1500, loss: 1.830899953842163, acc: 0.3125
I0707 18:49:55.604350 140350605944640 train_utils.py:380] eval in step: 1500, loss: 1.7508, acc: 0.3615
I0707 18:49:59.535304 140350605944640 train_utils.py:365] train in step: 1550, loss: 1.7689999341964722, acc: 0.35499998927116394
I0707 18:50:07.876753 140350605944640 train_utils.py:380] eval in step: 1550, loss: 1.7688, acc: 0.3570
I0707 18:50:11.800806 140350605944640 train_utils.py:365] train in step: 1600, loss: 1.7684999704360962, acc: 0.32249999046325684
I0707 18:50:21.928522 140350605944640 train_utils.py:380] eval in step: 1600, loss: 1.7529, acc: 0.3410
